index,City,Date,Card Type,Exp Type,Gender,Amount
1632,"Ahmedabad, India",04-Aug-14,Silver,Grocery,F,86445
1633,"Bengaluru, India",11-Apr-15,Signature,Fuel,M,127105
1634,"Ahmedabad, India",19-Feb-15,Platinum,Grocery,F,288609
1635,"Bengaluru, India",20-Jan-14,Silver,Food,M,57826
1636,"Delhi, India",07-Mar-14,Platinum,Bills,F,179306
1637,"Greater Mumbai, India",10-Mar-15,Silver,Bills,F,223918
1638,"Greater Mumbai, India",09-May-14,Platinum,Fuel,F,260232
1639,"Greater Mumbai, India",17-Feb-15,Signature,Entertainment,F,272727
1640,"Delhi, India",09-Oct-13,Silver,Entertainment,F,70818
1641,"Delhi, India",29-Jul-14,Platinum,Fuel,F,69598
1642,"Greater Mumbai, India",07-May-15,Silver,Fuel,F,47031
1643,"Delhi, India",24-Mar-15,Gold,Bills,M,225544
1644,"Greater Mumbai, India",15-Apr-14,Signature,Food,M,119945
1645,"Greater Mumbai, India",31-Jan-14,Signature,Fuel,M,268683
1646,"Delhi, India",29-Dec-14,Silver,Bills,M,1921
1647,"Ahmedabad, India",25-Jun-14,Silver,Fuel,F,200435
1648,"Ahmedabad, India",12-Feb-15,Gold,Fuel,F,1038
1649,"Greater Mumbai, India",11-May-15,Platinum,Food,M,221277
1650,"Delhi, India",07-May-14,Signature,Entertainment,M,279437
1651,"Greater Mumbai, India",03-Nov-14,Silver,Fuel,M,294413
1652,"Delhi, India",22-Jan-14,Signature,Entertainment,M,134130
1653,"Greater Mumbai, India",04-Feb-15,Platinum,Grocery,M,59330
1654,"Greater Mumbai, India",02-Sep-14,Silver,Entertainment,M,77510
1655,"Bengaluru, India",05-Oct-13,Gold,Entertainment,M,264301
1656,"Bengaluru, India",11-May-15,Gold,Entertainment,F,124384
1657,"Delhi, India",12-Mar-14,Gold,Fuel,F,176366
1658,"Delhi, India",30-Oct-14,Signature,Fuel,F,158155
1659,"Ahmedabad, India",09-Jan-15,Gold,Fuel,F,295383
1660,"Delhi, India",04-Jun-14,Platinum,Fuel,M,235046
1661,"Greater Mumbai, India",19-Dec-14,Silver,Fuel,F,63304
1662,"Ahmedabad, India",15-Mar-15,Silver,Food,M,80962
1663,"Delhi, India",20-Feb-14,Silver,Food,M,98978
1664,"Bengaluru, India",12-Jun-14,Platinum,Entertainment,M,74176
1665,"Ahmedabad, India",22-Mar-14,Silver,Entertainment,F,122419
1666,"Bengaluru, India",15-May-15,Gold,Fuel,F,294497
1667,"Ahmedabad, India",20-Feb-14,Gold,Bills,M,24108
1668,"Ahmedabad, India",12-Jan-15,Silver,Grocery,F,135275
1669,"Greater Mumbai, India",11-Mar-15,Silver,Entertainment,F,267109
1670,"Greater Mumbai, India",28-Dec-14,Silver,Food,M,213380
1671,"Greater Mumbai, India",25-Mar-15,Signature,Grocery,F,56677
1672,"Greater Mumbai, India",11-Oct-14,Silver,Entertainment,M,148897
1673,"Bengaluru, India",01-May-14,Silver,Grocery,M,7076
1674,"Ahmedabad, India",29-Mar-15,Gold,Bills,M,215477
1675,"Greater Mumbai, India",09-Mar-15,Silver,Fuel,F,163670
1676,"Delhi, India",23-Oct-14,Platinum,Grocery,F,21699
1677,"Ahmedabad, India",21-Dec-13,Signature,Food,M,131453
1678,"Delhi, India",08-Nov-14,Signature,Grocery,F,206680
1679,"Ahmedabad, India",17-Dec-13,Signature,Grocery,F,11689
1680,"Greater Mumbai, India",12-Feb-14,Platinum,Food,F,63166
1681,"Bengaluru, India",18-Dec-14,Platinum,Bills,M,46238
1682,"Bengaluru, India",04-May-15,Platinum,Entertainment,F,107596
1683,"Bengaluru, India",06-Feb-15,Gold,Fuel,F,173517
1684,"Ahmedabad, India",11-Dec-13,Signature,Grocery,F,227745
1685,"Delhi, India",26-Dec-13,Platinum,Fuel,M,32960
1686,"Ahmedabad, India",10-Mar-15,Signature,Grocery,M,232224
1687,"Bengaluru, India",10-May-14,Silver,Bills,M,70587
1688,"Bengaluru, India",18-May-14,Gold,Bills,F,66180
1689,"Ahmedabad, India",24-Nov-13,Platinum,Bills,M,242557
1690,"Ahmedabad, India",23-Oct-13,Silver,Food,F,259535
1691,"Bengaluru, India",25-Jun-14,Silver,Food,M,77264
1692,"Delhi, India",25-Aug-14,Silver,Entertainment,M,148690
1693,"Ahmedabad, India",12-Jan-14,Gold,Entertainment,M,229828
1694,"Delhi, India",09-Dec-14,Signature,Food,M,164737
1695,"Greater Mumbai, India",08-Dec-14,Platinum,Grocery,M,190142
1696,"Bengaluru, India",28-Dec-13,Gold,Food,M,287542
1697,"Greater Mumbai, India",08-Jun-14,Signature,Bills,M,137778
1698,"Delhi, India",10-May-14,Gold,Entertainment,M,143158
1699,"Greater Mumbai, India",05-Jan-14,Signature,Bills,F,49523
1700,"Ahmedabad, India",28-Apr-15,Platinum,Bills,M,114982
1701,"Bengaluru, India",17-Mar-15,Signature,Entertainment,M,179755
1702,"Ahmedabad, India",01-Dec-13,Platinum,Bills,F,190943
1703,"Bengaluru, India",02-Aug-14,Platinum,Grocery,F,133270
1704,"Bengaluru, India",17-May-15,Platinum,Grocery,F,278444
1705,"Bengaluru, India",04-May-14,Silver,Entertainment,F,76216
1706,"Greater Mumbai, India",16-Feb-14,Signature,Fuel,F,82924
1707,"Bengaluru, India",28-Apr-14,Gold,Bills,F,79125
1708,"Greater Mumbai, India",15-Mar-14,Signature,Entertainment,F,245169
1709,"Delhi, India",24-Jul-14,Silver,Bills,F,205940
1710,"Ahmedabad, India",07-Feb-14,Platinum,Food,F,104816
1711,"Ahmedabad, India",12-May-14,Platinum,Entertainment,F,7460
1712,"Bengaluru, India",28-Mar-15,Gold,Food,M,75859
1713,"Delhi, India",16-Dec-14,Gold,Bills,F,88457
1714,"Ahmedabad, India",15-May-15,Silver,Grocery,F,98814
1715,"Ahmedabad, India",24-Apr-15,Platinum,Bills,F,91320
1716,"Ahmedabad, India",07-Jan-15,Platinum,Grocery,F,121503
1717,"Greater Mumbai, India",16-Dec-14,Platinum,Food,M,119817
1718,"Delhi, India",26-Aug-14,Signature,Bills,F,49676
1719,"Ahmedabad, India",16-Dec-13,Silver,Fuel,M,60266
1720,"Ahmedabad, India",03-Mar-14,Silver,Grocery,M,252859
1721,"Delhi, India",05-Nov-13,Gold,Entertainment,M,135165
1722,"Bengaluru, India",24-Apr-15,Platinum,Entertainment,F,176742
1723,"Delhi, India",31-May-14,Silver,Fuel,M,70308
1724,"Ahmedabad, India",01-Mar-14,Silver,Entertainment,F,67253
1725,"Greater Mumbai, India",15-Oct-14,Platinum,Entertainment,M,123744
1726,"Greater Mumbai, India",26-Apr-14,Gold,Fuel,M,216295
1727,"Bengaluru, India",07-Nov-14,Gold,Grocery,F,299920
1728,"Greater Mumbai, India",26-Sep-14,Signature,Entertainment,M,208640
1729,"Bengaluru, India",09-Mar-14,Gold,Food,F,169681
1730,"Ahmedabad, India",05-Nov-13,Platinum,Entertainment,F,244384
1731,"Ahmedabad, India",15-Aug-14,Silver,Grocery,M,256534
1732,"Bengaluru, India",26-Dec-14,Platinum,Fuel,F,230798
1733,"Greater Mumbai, India",18-Oct-14,Gold,Food,F,216961
1734,"Greater Mumbai, India",10-Mar-14,Silver,Grocery,F,86778
1735,"Greater Mumbai, India",24-Mar-14,Signature,Bills,F,168061
1736,"Greater Mumbai, India",18-Sep-14,Gold,Entertainment,M,225892
1737,"Delhi, India",31-Oct-13,Gold,Grocery,F,166138
1738,"Greater Mumbai, India",06-Oct-14,Signature,Food,M,76550
1739,"Delhi, India",10-Oct-14,Gold,Food,M,26285
1740,"Delhi, India",22-Apr-14,Silver,Grocery,F,130604
1741,"Ahmedabad, India",06-Nov-13,Gold,Food,M,151934
1742,"Bengaluru, India",11-Jan-15,Platinum,Food,M,119832
1743,"Bengaluru, India",03-May-15,Silver,Food,F,98571
1744,"Bengaluru, India",11-Nov-13,Platinum,Grocery,F,177645
1745,"Bengaluru, India",13-Dec-14,Gold,Grocery,M,64885
1746,"Ahmedabad, India",20-Jun-14,Silver,Grocery,F,218942
1747,"Greater Mumbai, India",03-Sep-14,Signature,Grocery,M,143938
1748,"Bengaluru, India",15-Apr-15,Gold,Entertainment,M,95120
1749,"Greater Mumbai, India",20-Apr-15,Signature,Food,F,50736
1750,"Ahmedabad, India",15-May-14,Gold,Bills,F,269192
1751,"Delhi, India",15-Sep-14,Gold,Food,M,184935
1752,"Delhi, India",17-Oct-14,Platinum,Fuel,F,218760
1753,"Greater Mumbai, India",12-Oct-13,Gold,Food,F,45191
1754,"Ahmedabad, India",20-Apr-14,Silver,Entertainment,F,49660
1755,"Bengaluru, India",25-Dec-13,Silver,Fuel,F,49988
1756,"Greater Mumbai, India",18-Jun-14,Signature,Grocery,M,103572
1757,"Bengaluru, India",20-Sep-14,Platinum,Bills,F,248257
1758,"Bengaluru, India",25-Oct-14,Platinum,Food,M,288269
1759,"Greater Mumbai, India",02-Mar-15,Platinum,Food,F,170297
1760,"Delhi, India",09-Oct-13,Gold,Food,F,295917
1761,"Greater Mumbai, India",12-Nov-14,Platinum,Fuel,M,50416
1762,"Delhi, India",06-Oct-13,Signature,Food,F,156519
1763,"Ahmedabad, India",30-Nov-13,Platinum,Bills,M,122906
1764,"Ahmedabad, India",08-Apr-14,Signature,Entertainment,F,231969
1765,"Bengaluru, India",21-Oct-13,Gold,Bills,F,290022
1766,"Delhi, India",18-Mar-15,Platinum,Food,F,63691
1767,"Greater Mumbai, India",06-Jun-14,Silver,Fuel,F,193602
1768,"Ahmedabad, India",03-Apr-14,Gold,Fuel,F,176859
1769,"Delhi, India",17-Feb-15,Gold,Entertainment,M,196037
1770,"Ahmedabad, India",16-Aug-14,Gold,Grocery,M,246068
1771,"Greater Mumbai, India",01-Dec-14,Silver,Grocery,M,28122
1772,"Ahmedabad, India",07-Jan-15,Silver,Entertainment,M,170937
1773,"Ahmedabad, India",06-Oct-14,Gold,Bills,M,127798
1774,"Ahmedabad, India",08-Jan-14,Signature,Fuel,M,282235
1775,"Delhi, India",23-Dec-14,Gold,Food,M,40837
1776,"Bengaluru, India",28-Oct-13,Platinum,Food,M,222217
1777,"Bengaluru, India",20-Apr-14,Silver,Food,M,253161
1778,"Ahmedabad, India",02-Oct-14,Signature,Food,M,76255
1779,"Ahmedabad, India",19-Jul-14,Platinum,Entertainment,F,123724
1780,"Greater Mumbai, India",20-Oct-14,Signature,Bills,F,172093
1781,"Ahmedabad, India",02-May-14,Signature,Grocery,M,93499
1782,"Ahmedabad, India",22-Feb-14,Silver,Fuel,F,31353
1783,"Greater Mumbai, India",24-Oct-14,Silver,Fuel,F,205830
1784,"Ahmedabad, India",06-Aug-14,Gold,Entertainment,M,223444
1785,"Greater Mumbai, India",23-Dec-13,Silver,Food,M,218498
1786,"Delhi, India",10-Mar-14,Signature,Entertainment,M,8844
1787,"Bengaluru, India",06-Jan-15,Signature,Food,M,30206
1788,"Delhi, India",07-Feb-15,Gold,Fuel,F,220520
1789,"Ahmedabad, India",28-May-14,Signature,Entertainment,F,155034
1790,"Ahmedabad, India",27-Mar-14,Signature,Grocery,F,118490
1791,"Ahmedabad, India",26-Nov-13,Platinum,Entertainment,F,198752
1792,"Greater Mumbai, India",17-Sep-14,Gold,Fuel,F,253590
1793,"Ahmedabad, India",08-Feb-14,Silver,Entertainment,M,10590
1794,"Delhi, India",22-Jan-14,Gold,Food,F,125162
1795,"Bengaluru, India",31-Jan-14,Gold,Food,F,189867
1796,"Greater Mumbai, India",25-Dec-14,Platinum,Food,F,19194
1797,"Bengaluru, India",24-May-15,Platinum,Entertainment,F,35372
1798,"Greater Mumbai, India",03-Jun-14,Platinum,Fuel,F,55506
1799,"Ahmedabad, India",14-Feb-14,Silver,Fuel,F,195702
1800,"Ahmedabad, India",25-Jan-14,Gold,Entertainment,F,251030
1801,"Ahmedabad, India",10-Mar-14,Silver,Food,F,26647
1802,"Delhi, India",25-Jul-14,Platinum,Entertainment,M,158973
1803,"Ahmedabad, India",12-Feb-15,Gold,Food,M,193286
1804,"Delhi, India",19-Jan-14,Signature,Bills,M,220673
1805,"Bengaluru, India",04-May-14,Gold,Food,F,77839
1806,"Greater Mumbai, India",19-Feb-15,Platinum,Food,M,119741
1807,"Greater Mumbai, India",13-May-15,Signature,Fuel,F,234689
1808,"Delhi, India",22-Jan-14,Signature,Entertainment,M,148983
1809,"Bengaluru, India",19-Mar-14,Signature,Grocery,F,205574
1810,"Delhi, India",20-Dec-13,Platinum,Grocery,F,207347
1811,"Ahmedabad, India",21-Oct-14,Gold,Fuel,F,121717
1812,"Bengaluru, India",07-Oct-13,Gold,Bills,M,152070
1813,"Bengaluru, India",05-Oct-14,Gold,Food,M,106635
1814,"Greater Mumbai, India",14-Feb-14,Platinum,Grocery,M,129505
1815,"Ahmedabad, India",12-Oct-14,Gold,Fuel,M,4473
1816,"Delhi, India",04-Nov-13,Signature,Entertainment,M,253025
1817,"Ahmedabad, India",18-Oct-13,Gold,Fuel,F,12595
1818,"Delhi, India",09-Feb-15,Platinum,Entertainment,M,198327
1819,"Bengaluru, India",19-Feb-14,Gold,Food,F,34901
1820,"Ahmedabad, India",26-Apr-14,Gold,Bills,M,261919
1821,"Bengaluru, India",10-Oct-13,Silver,Grocery,M,291694
1822,"Ahmedabad, India",27-Sep-14,Platinum,Bills,M,7005
1823,"Greater Mumbai, India",09-Apr-14,Silver,Fuel,F,250063
1824,"Greater Mumbai, India",12-Mar-15,Platinum,Bills,F,7651
1825,"Ahmedabad, India",24-Jun-14,Platinum,Entertainment,M,81687
1826,"Bengaluru, India",16-Jul-14,Silver,Entertainment,M,193468
1827,"Greater Mumbai, India",24-May-14,Platinum,Grocery,F,246966
1828,"Ahmedabad, India",04-Dec-14,Silver,Bills,F,231689
1829,"Delhi, India",24-Jan-15,Silver,Entertainment,M,234732
1830,"Delhi, India",10-Apr-14,Silver,Entertainment,M,219872
1831,"Delhi, India",01-Feb-15,Platinum,Food,F,270076
1832,"Delhi, India",16-Jul-14,Gold,Fuel,F,151781
1833,"Ahmedabad, India",26-Nov-14,Silver,Food,F,298885
1834,"Greater Mumbai, India",18-Apr-14,Signature,Bills,F,58875
1835,"Greater Mumbai, India",14-Apr-14,Signature,Bills,M,22806
1836,"Bengaluru, India",10-Jan-15,Signature,Fuel,M,29264
1837,"Delhi, India",14-Apr-15,Platinum,Bills,F,297594
1838,"Greater Mumbai, India",30-Dec-14,Gold,Bills,M,38496
1839,"Ahmedabad, India",22-Jul-14,Silver,Food,F,115647
1840,"Greater Mumbai, India",15-May-14,Silver,Food,F,149343
1841,"Greater Mumbai, India",09-Apr-15,Gold,Fuel,M,270207
1842,"Delhi, India",05-May-14,Platinum,Bills,F,186358
1843,"Ahmedabad, India",01-May-15,Silver,Fuel,M,263095
1844,"Delhi, India",05-Nov-14,Platinum,Entertainment,F,232431
1845,"Delhi, India",18-Nov-14,Platinum,Fuel,F,244009
1846,"Delhi, India",13-Apr-14,Silver,Fuel,F,79325
1847,"Bengaluru, India",12-Jul-14,Gold,Food,M,293135
1848,"Greater Mumbai, India",29-Dec-14,Silver,Bills,M,119718
1849,"Delhi, India",18-Feb-15,Signature,Grocery,M,104974
1850,"Greater Mumbai, India",08-Sep-14,Signature,Bills,F,75066
1851,"Delhi, India",19-May-15,Signature,Bills,M,188614
1852,"Greater Mumbai, India",21-Nov-13,Silver,Bills,M,42528
1853,"Ahmedabad, India",12-Nov-13,Platinum,Entertainment,M,128597
1854,"Bengaluru, India",06-May-14,Signature,Grocery,M,211054
1855,"Ahmedabad, India",02-Apr-15,Platinum,Food,M,62692
1856,"Greater Mumbai, India",11-Apr-15,Signature,Fuel,M,269088
1857,"Ahmedabad, India",28-Nov-13,Platinum,Bills,F,243298
1858,"Greater Mumbai, India",25-May-15,Signature,Fuel,M,7550
1859,"Ahmedabad, India",20-Jan-15,Signature,Food,F,1265
1860,"Bengaluru, India",30-Oct-14,Gold,Entertainment,M,151670
1861,"Greater Mumbai, India",09-Feb-14,Signature,Fuel,M,73379
1862,"Bengaluru, India",22-Nov-14,Platinum,Fuel,M,252255
1863,"Greater Mumbai, India",29-Mar-14,Silver,Bills,M,38740
1864,"Bengaluru, India",31-Aug-14,Platinum,Entertainment,F,110968
1865,"Bengaluru, India",26-Mar-15,Silver,Entertainment,M,33371
1866,"Ahmedabad, India",09-Dec-14,Silver,Bills,M,182309
1867,"Delhi, India",22-Jul-14,Gold,Food,M,112558
1868,"Bengaluru, India",02-Jan-14,Signature,Grocery,F,299040
1869,"Greater Mumbai, India",31-Mar-15,Signature,Entertainment,F,159141
1870,"Bengaluru, India",20-Jan-14,Platinum,Fuel,M,207078
1871,"Bengaluru, India",06-Jan-15,Signature,Food,M,232635
1872,"Delhi, India",04-Feb-14,Platinum,Bills,M,144398
1873,"Bengaluru, India",31-Jan-14,Platinum,Fuel,M,265531
1874,"Delhi, India",02-Feb-15,Gold,Grocery,F,188143
1875,"Ahmedabad, India",28-Dec-14,Signature,Entertainment,M,79970
1876,"Bengaluru, India",05-Jan-14,Gold,Entertainment,M,207831
1877,"Bengaluru, India",06-Jul-14,Signature,Fuel,M,226486
1878,"Greater Mumbai, India",22-Dec-13,Silver,Food,M,47247
1879,"Ahmedabad, India",15-Jun-14,Signature,Food,M,198530
1880,"Bengaluru, India",06-Sep-14,Signature,Bills,F,88293
1881,"Bengaluru, India",03-Mar-15,Platinum,Bills,M,257118
1882,"Ahmedabad, India",04-May-14,Platinum,Fuel,F,176991
1883,"Delhi, India",06-Mar-15,Signature,Fuel,F,15025
1884,"Ahmedabad, India",19-Nov-13,Platinum,Bills,F,239453
1885,"Delhi, India",27-Apr-15,Gold,Fuel,F,98236
1886,"Delhi, India",23-Jan-14,Signature,Fuel,F,144517
1887,"Ahmedabad, India",16-May-14,Gold,Grocery,F,278516
1888,"Greater Mumbai, India",11-Dec-13,Silver,Bills,M,213719
1889,"Ahmedabad, India",16-Mar-15,Silver,Grocery,F,167523
1890,"Greater Mumbai, India",10-May-15,Silver,Grocery,F,44230
1891,"Ahmedabad, India",23-Nov-14,Signature,Bills,M,182212
1892,"Greater Mumbai, India",24-Sep-14,Silver,Entertainment,M,43419
1893,"Ahmedabad, India",06-Feb-15,Platinum,Food,F,117563
1894,"Bengaluru, India",02-Feb-15,Platinum,Fuel,M,114853
1895,"Delhi, India",24-Feb-15,Silver,Fuel,F,54894
1896,"Delhi, India",04-Jan-15,Gold,Entertainment,F,93929
1897,"Ahmedabad, India",21-Mar-14,Signature,Bills,F,161580
1898,"Ahmedabad, India",08-Nov-13,Platinum,Bills,F,54090
1899,"Greater Mumbai, India",24-Oct-13,Gold,Food,M,9201
1900,"Delhi, India",27-Dec-13,Gold,Fuel,M,18133
1901,"Ahmedabad, India",07-Mar-15,Signature,Bills,F,39007
1902,"Bengaluru, India",12-Dec-13,Signature,Grocery,M,188819
1903,"Bengaluru, India",11-Feb-15,Signature,Bills,M,217968
1904,"Ahmedabad, India",12-Nov-14,Signature,Grocery,M,228427
1905,"Delhi, India",12-Aug-14,Platinum,Bills,F,154256
1906,"Greater Mumbai, India",15-Mar-15,Silver,Entertainment,F,254603
1907,"Ahmedabad, India",13-Aug-14,Signature,Food,F,103568
1908,"Delhi, India",06-Nov-13,Platinum,Fuel,M,12638
1909,"Ahmedabad, India",08-Feb-14,Gold,Food,M,4737
1910,"Greater Mumbai, India",24-Apr-14,Gold,Bills,F,152667
1911,"Ahmedabad, India",15-Mar-15,Gold,Grocery,M,58143
1912,"Bengaluru, India",26-Apr-15,Silver,Food,F,173178
1913,"Bengaluru, India",11-Jan-15,Platinum,Fuel,M,126079
1914,"Bengaluru, India",20-Mar-14,Silver,Entertainment,M,49976
1915,"Greater Mumbai, India",23-Oct-13,Signature,Food,F,183818
1916,"Ahmedabad, India",18-Jan-15,Silver,Grocery,M,202671
1917,"Greater Mumbai, India",11-Jul-14,Signature,Grocery,M,19014
1918,"Greater Mumbai, India",02-Apr-14,Platinum,Grocery,F,136271
1919,"Greater Mumbai, India",14-May-15,Platinum,Food,F,61427
1920,"Ahmedabad, India",23-Mar-14,Gold,Bills,M,226543
1921,"Ahmedabad, India",13-Feb-14,Silver,Entertainment,F,85013
1922,"Ahmedabad, India",25-Mar-15,Platinum,Food,F,44844
1923,"Greater Mumbai, India",28-Jan-14,Silver,Grocery,F,127077
1924,"Bengaluru, India",28-Dec-13,Gold,Grocery,F,18848
1925,"Delhi, India",16-Apr-15,Gold,Grocery,F,36672
1926,"Bengaluru, India",16-Jan-15,Platinum,Food,M,282707
1927,"Ahmedabad, India",01-Feb-15,Gold,Fuel,M,233207
1928,"Delhi, India",18-Dec-14,Gold,Bills,M,59017
1929,"Delhi, India",24-Dec-13,Gold,Food,M,146258
1930,"Ahmedabad, India",28-Nov-14,Silver,Entertainment,M,56636
1931,"Ahmedabad, India",18-Apr-14,Signature,Entertainment,F,257567
1932,"Ahmedabad, India",27-May-14,Gold,Food,M,292393
1933,"Bengaluru, India",24-Nov-13,Gold,Food,F,96794
1934,"Bengaluru, India",19-Feb-15,Platinum,Grocery,M,100624
1935,"Greater Mumbai, India",18-Nov-13,Gold,Entertainment,F,192109
1936,"Ahmedabad, India",07-Oct-14,Platinum,Grocery,M,191123
1937,"Ahmedabad, India",13-Jun-14,Platinum,Grocery,F,57211
1938,"Bengaluru, India",26-Mar-15,Gold,Fuel,M,49831
1939,"Bengaluru, India",21-Feb-14,Signature,Bills,M,212005
1940,"Greater Mumbai, India",07-Nov-14,Signature,Entertainment,F,51790
1941,"Delhi, India",30-Jul-14,Signature,Entertainment,F,108940
1942,"Bengaluru, India",15-Apr-14,Gold,Food,F,102525
1943,"Greater Mumbai, India",11-Nov-14,Signature,Entertainment,M,134427
1944,"Bengaluru, India",09-Oct-14,Silver,Bills,F,41516
1945,"Bengaluru, India",04-May-15,Gold,Grocery,F,267301
1946,"Ahmedabad, India",03-Aug-14,Platinum,Food,F,116820
1947,"Delhi, India",19-Dec-14,Platinum,Grocery,M,27737
1948,"Greater Mumbai, India",05-Dec-14,Gold,Fuel,F,209099
1949,"Greater Mumbai, India",02-Dec-13,Silver,Bills,M,121028
1950,"Ahmedabad, India",19-Dec-13,Platinum,Food,M,213569
1951,"Bengaluru, India",08-Dec-13,Signature,Bills,M,90354
1952,"Delhi, India",19-Jul-14,Platinum,Food,M,147537
1953,"Greater Mumbai, India",07-Aug-14,Silver,Grocery,M,216726
1954,"Bengaluru, India",07-Aug-14,Gold,Fuel,F,122681
1955,"Bengaluru, India",20-Sep-14,Platinum,Entertainment,M,267612
1956,"Ahmedabad, India",21-Mar-15,Platinum,Food,M,229864
1957,"Ahmedabad, India",01-Jan-14,Platinum,Fuel,F,24200
1958,"Delhi, India",25-May-14,Gold,Fuel,M,122144
1959,"Ahmedabad, India",24-Feb-15,Silver,Fuel,M,112789
1960,"Bengaluru, India",29-Jan-14,Silver,Fuel,F,172814
1961,"Bengaluru, India",05-Nov-13,Silver,Entertainment,F,246465
1962,"Bengaluru, India",22-Nov-14,Gold,Food,F,199156
1963,"Bengaluru, India",15-Sep-14,Silver,Food,F,285661
1964,"Greater Mumbai, India",06-Aug-14,Gold,Grocery,M,188349
1965,"Bengaluru, India",02-Dec-14,Platinum,Bills,F,232774
1966,"Ahmedabad, India",01-Sep-14,Signature,Grocery,M,136601
1967,"Delhi, India",14-Nov-14,Gold,Grocery,F,119657
1968,"Bengaluru, India",06-Aug-14,Signature,Fuel,F,64742
1969,"Delhi, India",11-Oct-13,Platinum,Entertainment,M,44863
1970,"Bengaluru, India",27-Jul-14,Signature,Fuel,M,39444
1971,"Bengaluru, India",13-Apr-14,Gold,Entertainment,M,180453
1972,"Delhi, India",01-Jul-14,Platinum,Entertainment,F,260518
1973,"Delhi, India",08-Jan-14,Silver,Food,F,100623
1974,"Ahmedabad, India",31-Aug-14,Platinum,Food,M,278519
1975,"Greater Mumbai, India",06-May-14,Platinum,Entertainment,F,277363
1976,"Bengaluru, India",26-May-15,Signature,Food,M,268608
1977,"Ahmedabad, India",09-Apr-15,Silver,Entertainment,F,61315
1978,"Greater Mumbai, India",16-Mar-14,Gold,Entertainment,F,78371
1979,"Ahmedabad, India",01-Jun-14,Platinum,Grocery,M,252284
1980,"Greater Mumbai, India",17-Apr-14,Signature,Bills,F,80553
1981,"Greater Mumbai, India",10-May-15,Platinum,Fuel,M,260680
1982,"Ahmedabad, India",31-Oct-13,Silver,Fuel,M,292832
1983,"Bengaluru, India",15-Jul-14,Signature,Fuel,F,30808
1984,"Ahmedabad, India",05-Jan-14,Signature,Entertainment,M,72559
1985,"Ahmedabad, India",28-Jul-14,Platinum,Grocery,F,67804
1986,"Delhi, India",28-Dec-13,Platinum,Food,F,230609
1987,"Greater Mumbai, India",23-Oct-13,Platinum,Entertainment,M,58406
1988,"Ahmedabad, India",06-May-15,Silver,Entertainment,M,208720
1989,"Delhi, India",15-Feb-14,Gold,Food,M,116407
1990,"Greater Mumbai, India",23-Mar-14,Platinum,Entertainment,M,214301
1991,"Ahmedabad, India",21-Jul-14,Platinum,Grocery,M,156919
1992,"Delhi, India",08-Jul-14,Signature,Fuel,F,192912
1993,"Bengaluru, India",17-Jul-14,Platinum,Bills,F,12036
1994,"Delhi, India",20-Sep-14,Platinum,Fuel,M,187757
1995,"Greater Mumbai, India",05-Jan-14,Platinum,Grocery,F,130139
1996,"Delhi, India",27-Feb-15,Silver,Food,M,163953
1997,"Ahmedabad, India",11-Nov-14,Silver,Food,F,215613
1998,"Ahmedabad, India",13-Mar-15,Signature,Grocery,F,64185
1999,"Bengaluru, India",06-Feb-15,Gold,Fuel,F,247978
